id,Nombre,Grupo de alimento,Marca,Cantidad,Unidad,Calorias,Proteinas,Carbohidratos,Grasas,Fibra,vitA,vitB1,vitB2,vitB3,vitB5,vitB6,vitB9,vitB12,vitC,vitD,vitE,vitK,choline,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,sodium,zinc,water,cholesterol,saturatedFat,monoUnsaturatedFat,polyUnsaturatedFat,glycemicIndex,tiene_micros,es_duplicado,momento_sugerido,comments,usar_en_generador
,Caviar,Pescados,,100,gr,277,25,4,17.9,0,271,0.19,0.62,0.12,,0.32,50,20,0,2.9,1.89,,,275,,11.8,300,,356,181,65.5,1500,0.95,53.1,588,4.06,4.63,7.41,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Chanquete y otros pescaditos pequeños,Pescados,,100,gr,73,11.4,0,3,0,28,0.06,0.3,8.3,,1.1,8.7,1.9,0,8,0.02,,,80,,1,56,,182,325,36.5,117,0.6,85.6,34.5,1.2,0.4,1.2,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Chicharro,Pescados,,100,gr,124,15.7,0,6.8,0,36,0.09,0.3,9,,0.63,1.2,10,0,16,2.6,,,17,,1,31,,239,360,47,64,0.5,77.5,,,,,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Jurel"" en el libro.",False
,Congrio,Pescados,,100,gr,101,19,0,2.8,0,500,0.17,0.37,5.5,,0.28,13,1,0,22,4.1,,,30,,0.7,30,,202,340,30,50,2,78.2,40,0.55,0.91,0.37,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Dorada,Pescados,,100,gr,77,17,0,1,0,9,0.06,0.08,5,,0.28,13.4,2.3,0,1.5,1.25,,,30,,0.9,25,,244,446,45,31,0.5,82,,,,,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Emperador,Pescados,,100,gr,107,17,0,4.3,0,500,0.05,0.05,9,,0.51,15,5,0,7.2,1,,,19,,0.9,57,,506,342,48.1,102,0.4,78.7,39,1.15,1.43,0.99,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Faneca,Pescados,,100,gr,71,15.4,0,1,0,9,0.06,0.08,5,,0.05,10.4,2.9,0,0.19,1.5,,,30,,0.8,25,,210,316,45,141,0.5,83.6,48,0.28,0.2,0.3,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Breca"" en el libro.",False
,Gallo,Pescados,,100,gr,80,15.8,0,1.9,0,0,0.08,0.1,3.7,,0.38,11.2,1.1,0,0,0,,,33.6,,0.96,42.1,,260,250,24,150,0.4,82.3,62.2,0.33,0.39,0.61,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Gulas refrigeradas/congeladas,Pescados,,100,gr,70,10,6.6,0.4,0,10,0.01,0.06,2.1,,0.02,1,1,0,0,0.85,,,13,,0.8,,,282,112,28.1,143,0.3,83,35,0.09,0.09,0.18,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Halibut o fletán,Pescados,,100,gr,103,21.5,0,1.9,0,30,0.07,0.07,9.8,,0.38,9,1,0,0,0.85,,,29,,0.5,25,,200,410,28,60,0.4,76.6,35,,,,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Halibut o fletán en filetes,Pescados,,100,gr,103,21.5,0,1.9,0,30,0.07,0.07,9.8,,0.38,9,1,0,0,0.85,,,29,,0.5,25,,200,410,28,60,0.4,76.6,35,,,,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Halibut o fletán"" en el libro.",False
,Huevas frescas,Pescados,,100,gr,113,24.3,0,1.8,0,140,1,1.2,6,,0.16,80,10,20,2,7,,,17,,1.6,20,,402,221,40.3,91,1,73.9,500,0.32,0.36,0.73,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Japuta,Pescados,,100,gr,125,20,0,5,0,36,0.05,0.08,9,,0.63,1.2,10,0,16,2.6,,,25,,0.7,28,,250,430,45,110,0.5,75,,,,,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Jurel,Pescados,,100,gr,124,15.7,0,6.8,0,36,0.09,0.3,9,,0.63,1.2,10,0,16,2.6,,,17,,1,31,,239,360,47,64,0.5,77.5,,,,,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Lampuga,Pescados,,100,gr,80,18.5,0,0.7,0,54,0.02,0.07,6.1,,0.4,5,0.6,0,,,,,15,,1.13,30,,143,416,36.5,88,0.46,77.6,73,0.188,0.121,0.165,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Lampuga en filetes,Pescados,,100,gr,80,18.5,0,0.7,0,54,0.02,0.07,6.1,,0.4,5,0.6,0,,,,,15,,1.13,30,,143,416,36.5,88,0.46,77.6,73,0.188,0.121,0.165,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Lampuga"" en el libro.",False
,Lenguado,Pescados,,100,gr,78,16.5,0,1.3,0,0,0.1,0.12,5.5,,0.43,11,1,0,0,1.1,,,30,,0.7,29,,260,230,44,100,0.4,82.2,60,0.18,0.27,0.43,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Lenguado en filetes,Pescados,,100,gr,78,16.5,0,1.3,0,0,0.1,0.12,5.5,,0.43,11,1,0,0,1.1,,,30,,0.7,29,,260,230,44,100,0.4,82.2,60,0.18,0.27,0.43,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Lenguado"" en el libro.",False
,Lubina,Pescados,,100,gr,84,18,0,1.3,0,0,0.11,0.16,6.7,,0.2,3,4,0,0,0.5,,,20,,1.1,26,,410,340,36.5,69,0.8,80.7,68,0.27,0.48,0.36,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Merluza,Pescados,,100,gr,89,15.9,0,2.8,0,0,0.08,0.08,6,,0.16,13,1,0,0,0.35,,,28,,0.8,23,,190,363,36,74,0.3,81.3,67,0.5,0.52,0.8,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Merluza congelada, lomos, corazones",Pescados,,100,gr,89,15.9,0,2.8,0,0,0.08,0.08,6,,0.16,13,1,0,0,0.35,,,28,,0.8,23,,190,363,36,74,0.3,81.3,67,0.5,0.52,0.8,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Merluza"" en el libro.",False
,Merluza en filetes sin piel,Pescados,,100,gr,89,15.9,0,2.8,0,0,0.08,0.08,6,,0.16,13,1,0,0,0.35,,,28,,0.8,23,,190,363,36,74,0.3,81.3,67,0.5,0.52,0.8,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Merluza"" en el libro.",False
,Mero,Pescados,,100,gr,92,17.8,0,2.3,0,0,0.08,0.1,6.9,,0.32,11,2,0,0,0.8,,,30,,0.4,23,,199,255,36.5,80,0.5,79.9,37,0.52,0.39,0.7,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Mújol, pardete",Pescados,,100,gr,124,15.8,0,6.8,0,27,0.08,0.21,5.7,,0.43,9,2,0,0,1,,,38,,1.2,26,,239,292,51,81,0.8,77.4,70,,,,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Palitos de cangrejo congelados,Pescados,,100,gr,70,10,6.6,0.4,0,10,0.01,0.06,2.1,,0.02,1,1,0,0,0.85,,,13,,0.8,,,282,112,28.1,143,0.3,83,35,0.09,0.09,0.18,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Gulas refrigeradas/congeladas"" en el libro.",False
,Palometa,Pescados,,100,gr,125,20,0,5,0,36,0.05,0.08,9,,0.63,1.2,10,0,16,2.6,,,25,,0.7,28,,250,430,45,110,0.5,75,79,0.7,0.3,0.8,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Panga, filete",Pescados,,100,gr,78,16.5,0,1.3,0,0,0.1,0.12,5.5,,0.43,11,1,0,0,1.1,,,30,,0.7,29,,260,230,44,100,0.4,82.2,60,0.18,0.27,0.43,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Lenguado"" en el libro.",False
,"Perca, filete",Pescados,,100,gr,86,19.4,0,0.92,0,9,0.07,0.1,1.52,,0.12,5,1.9,1.7,3,0.2,,,80,,0.9,30,,200,269,12.6,62,1.11,79.7,90,0.185,0.152,0.368,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Pescadilla,Pescados,,100,gr,69,16,0,0.6,0,0,0.09,0.07,7.1,,0.22,13,1,0,0,0.5,,,48,,0.8,31,,163,200,15,86,0.7,83.4,31,0.09,0.17,0.15,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Pescadilla en filetes sin piel,Pescados,,100,gr,69,16,0,0.6,0,0,0.09,0.07,7.1,,0.22,13,1,0,0,0.5,,,48,,0.8,31,,163,200,15,86,0.7,83.4,31,0.09,0.17,0.15,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Pescadilla"" en el libro.",False
,Pez espada,Pescados,,100,gr,107,17,0,4.3,0,500,0.05,0.05,9,,0.51,15,5,0,7.2,1,,,19,,0.9,57,,506,342,48.1,102,0.4,78.7,39,1.15,1.43,0.99,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Emperador"" en el libro.",False
,Rape,Pescados,,100,gr,78,18.7,0,0.3,0,0,0.08,0.1,6.9,,0.01,11,2,0,0,0.85,,,30,,1,23,,330,235,36.5,109,0.5,81,25,0.08,0.05,0.14,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Raya,Pescados,,100,gr,77,17.1,0,0.9,0,14,0.06,0.15,5.2,,0.37,3,6,0,0,0,,,26,,1,24,,155,274,36.5,161,0.5,82,65,0.2,0.2,0.37,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Reo,Pescados,,100,gr,182,18.4,0,12,0,13,0.2,0.15,10.4,,0.75,26,5,0,8,,,,27,,0.7,26,,250,310,20,98,0.8,69.6,50,2.16,5.43,1.9,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Salmón"" en el libro.",False
,Rodaballo,Pescados,,100,gr,97,16.1,0,3.6,0,14,0.06,0.14,5.5,,0.15,10,2,0,0,0.4,,,22,,1,20,,192,290,36.5,114,0.5,80.3,25,1.12,0.83,1.19,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Salmón,Pescados,,100,gr,182,18.4,0,12,0,13,0.2,0.15,10.4,,0.75,26,5,0,8.6,2,,,27,,0.7,26,,250,310,20,98,0.8,69.6,50,2.16,5.43,1.9,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Salmonete,Pescados,,100,gr,90,14.1,0,3.7,0,0,0.05,0.07,1.9,,0.42,11,2,0,0.8,0.51,,,30,,0.7,25,,220,340,29,91,0.5,82.2,49,1.07,0.84,0.62,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Sardinas,Pescados,,100,gr,140,18.1,0,7.5,0,64,0.12,0.38,6.4,,0.96,8,8.5,0,8,1.6,,,43,,1.1,29,,475,,30,100,0.5,74.4,100,2.64,1.8,2.28,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Sargo,Pescados,,100,gr,100,15,0,4.4,0,48,0.06,0.08,6,,0.19,5,2.9,0,0,0.4,,,30,,1,30,,264,350,45,77,0.5,80.6,70,0.57,0.85,2.5,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Trucha,Pescados,,100,gr,90,15.7,0,3,0,14,0.08,0.1,5.1,,0.43,9.4,5.2,0,2.1,1.5,,,26,,1,28,,208,250,25,58,0.8,81.3,80,0.43,0.74,1.83,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Almejas,"Mariscos, crustáceos y moluscos",,100,gr,47,10.7,0,0.5,0,250,0.04,0.14,4.1,,0.14,16,0,0,0,0.4,,,128,,24,51,,130,314,24.3,56,1.3,88.8,40,0.05,0.03,0.13,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Ancas de rana,Otros,,100,gr,68,16.4,0,0.3,0,15,0.14,0.25,1.2,,0.12,15,0.4,0,0.2,1,,,18,,1.5,20,,147,285,14.1,58,1,81.9,50,0.076,0.053,0.102,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Berberechos,"Mariscos, crustáceos y moluscos",,100,gr,47,10.7,0,0.5,0,250,0.04,0.14,4.1,,0.1,17,0,0,0,0.4,,,128,,24,51,,130,314,24.3,56,1.3,88.8,40,0.05,0.03,0.13,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Almejas"" en el libro.",False
,Bígaro hervido,"Mariscos, crustáceos y moluscos",,100,gr,94,20.8,0,1.2,0,84,0.17,0.3,,,0.38,11,27,0,0,3.9,,,130,,11.6,305,,200,260,,875,2.2,68.3,105,0.2,0.2,0.4,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Bogavante,"Mariscos, crustáceos y moluscos",,100,gr,91,18.3,0,2,0,0,0.12,0.11,5.3,,0.06,17,1,0,0,1.5,,,60,,0.7,34,,261,220,130,270,2.3,79.7,150,0.24,0.38,0.74,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Calamar, aros congelados","Mariscos, crustáceos y moluscos",,100,gr,80,17,0,1.3,0,70,0.07,0.14,3.6,,0.03,5.1,1.3,0,,2.7,,,78,,1.7,36,,185,93,44.8,425,1.2,81.7,200,0.34,0.1,0.48,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Calamares y similares,"Mariscos, crustáceos y moluscos",,100,gr,80,17,0,1.3,0,70,0.07,0.14,3.6,,0.03,5.1,1.3,0,,2.7,,,78,,1.7,36,,185,93,44.8,425,1.2,81.7,200,0.34,0.1,0.48,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Cangrejos y similares,"Mariscos, crustáceos y moluscos",,100,gr,124,19.5,0,5.1,0,0,0.1,0.15,6.3,,0.35,20,0,0,0,2.3,,,30,,1.3,48,,176,270,3,370,3.8,75.4,100,0.77,1.26,2.42,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Caracoles,"Mariscos, crustáceos y moluscos",,100,gr,78,16.3,0,1.4,0,0,0.04,0.14,,,0.13,6,0,0,0,0.8,,,140,,10.6,250,,272,382,27.4,70,4.4,82.3,50,0.36,0.26,0.25,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Centollo,"Mariscos, crustáceos y moluscos",,100,gr,127,20.1,0,5.2,0,0,0.1,0.15,6.1,,0.35,20,0,0,0,2.3,,,29,,1.3,48,,312,270,37.4,370,5.5,74.7,100,0.79,1.28,2.47,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Chipirón,"Mariscos, crustáceos y moluscos",,100,gr,82,16.3,0,1.4,0,77,0.07,0.15,7.04,,0.03,5.12,1.3,0,0,2.7,,,144,,0.32,37.8,,190,280,44.8,110,1.1,81.7,168,0.41,0.1,0.5,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Chirlas,"Mariscos, crustáceos y moluscos",,100,gr,47,10.7,0,0.5,0,250,0.04,0.14,4.1,,0.1,17,0,0,0,0.4,,,128,,24,51,,130,43,45,56,1.3,88.8,40,0.05,0.03,0.13,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Almejas"" en el libro.",False
,Cigalas,"Mariscos, crustáceos y moluscos",,100,gr,93,20.1,0,1.4,0,9,0.05,0.04,7.4,,0.1,17,1,0,0,1.5,,,220,,1.9,76,,259,266,130,146,3.6,78.5,200,0.22,0.3,0.45,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Gambas,"Mariscos, crustáceos y moluscos",,100,gr,93,20.1,0,1.4,0,9,0.05,0.04,7.4,,0.1,5,1,0,0,1.5,,,220,,1.9,76,,259,266,24.3,146,3.6,78.5,200,0.22,0.3,0.45,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Gambas congeladas, peladas","Mariscos, crustáceos y moluscos",,100,gr,93,20.1,0,1.4,0,9,0.05,0.04,7.4,,0.1,5,1,0,0,1.5,,,220,,1.9,76,,259,266,24.3,146,3.6,78.5,200,0.22,0.3,0.45,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Langosta,"Mariscos, crustáceos y moluscos",,100,gr,91,18.3,0,2,0,0,0.12,0.11,5.3,,0.06,17,1,0,0,1.5,,,60,,0.7,34,,261,220,99,270,2.3,79.7,150,0.24,0.38,0.74,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Bogavante"" en el libro.",False
,Langostinos,"Mariscos, crustáceos y moluscos",,100,gr,93,20.1,0,1.4,0,9,0.05,0.04,7.4,,0.1,2,1,0,0,1.5,,,220,,1.9,76,,259,266,24.3,146,3.6,78.5,200,0.22,0.3,0.45,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Mejillón,"Mariscos, crustáceos y moluscos",,100,gr,60,10.8,0,1.9,0,0,0.1,0.14,3,,0.08,33,8,0,0,0.9,,,80,,4.5,23,,236,92,56,210,1.8,87.3,58,0.41,0.35,0.52,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Nécoras y similares,"Mariscos, crustáceos y moluscos",,100,gr,124,19.5,0,5.1,0,0,0.1,0.15,6.3,,0.35,20,0,0,0,,,,30,,1.3,48,,176,270,3,370,3.8,75.4,100,0.77,1.26,2.42,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Cangrejos y similares"" en el libro.",False
,Ostras,"Mariscos, crustáceos y moluscos",,100,gr,53,10.2,0,1.4,0,88,0.15,0.25,3.8,,0.03,15,15,0,0,0.85,,,130,,6.5,44,,172,260,28,510,52,88.4,50,0.31,0.15,0.45,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Percebes,"Mariscos, crustáceos y moluscos",,100,gr,59,13.6,0,0.5,0,0,0.3,0.6,3,,0.22,7,15,0,0,0.85,,,126,,0.3,94,,157,330,28.8,18,0.5,85.9,14,0.01,0.01,0.01,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Pulpo,"Mariscos, crustáceos y moluscos",,100,gr,51,10.6,0,1,0,70,0.08,0.04,3.5,,0.36,13,3,0,,2.1,,,144,,1.7,28,,170,230,44.8,363,1.7,88.4,48,0.21,0.14,0.36,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Quisquilla, camarón","Mariscos, crustáceos y moluscos",,100,gr,82,17.6,1.5,0.6,0,0,0.04,0.1,3.2,,0.05,12,7,0,0,2.9,,,79,,1.6,34,,180,330,24.3,190,1.5,80.3,195,0.1,0.2,0.1,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Sepia,"Mariscos, crustáceos y moluscos",,100,gr,71,16.1,0,0.7,0,0,0.04,0.48,7.1,,0.39,13,2,0,0,2.4,,,59,,3.4,30,,270,310,65,370,1.2,83.2,110,0.2,0.1,0.2,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Vieira,"Mariscos, crustáceos y moluscos",,100,gr,84,19,0,0.9,0,49,0.04,0.1,6.4,,0.14,17,1.8,0,0,0.4,,,120,,2.4,38,,315,480,51,270,1.3,80.1,40,0.23,0.09,0.23,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Arenque y otros pescados ricos en grasa, salados o ahumados",Pescados,,100,gr,202,21,0,13.1,0,40,0.05,0.17,7.9,,,16,9,0,17,,,,64,,1.5,35,,280,420,30,1880,0.5,65.9,70,2.89,5.73,2.82,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Bacalao salado remojado,Pescados,,100,gr,108,26,0,0.4,0,15,,,,,,0,5,0,0,,,,,,,,,157,100,28,1170,,73.6,50,0.1,0.05,0.2,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Bacalao y otros pescados pobres en grasa, salados o ahumados",Pescados,,100,gr,131,31.6,0,0.5,0,15,0.14,0.2,10.5,,0.6,12,5,0,0,1.3,,,51,,1.4,62,,298,390,28,8100,1,67.9,50,0.09,0.05,0.2,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Caballa ahumada,Pescados,,100,gr,250,20.5,0,18.7,0,39,0.14,0.306,8.32,,0.46,14.8,6,0,8,0.25,,,28.1,,0.88,41.4,,191,312,35.4,898,0.68,59,105,4.09,4.5,6.3,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Salmón ahumado,Pescados,,100,gr,142,25.4,0,4.5,0,13,0.16,0.17,13.5,,0.28,2,3,0,19,1.7,,,19,,0.6,32,,250,420,24,1880,0.4,70.1,50,0.8,1.9,1.3,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Sardinas saladas o ahumadas,Pescados,,100,gr,202,21,0,13.1,0,40,0.05,0.17,7.9,,,16,9,0,17,,,,64,,1.5,35,,280,420,30,1880,0.5,65.9,70,2.89,5.73,2.82,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Anchoas en aceite,Pescados,,100,gr,195,27.4,0.4,9.3,0,67.4,0,0.21,3.8,,0.19,18.5,3.4,0,11.8,0.98,,,273,,4.2,54.8,,300,230,36.5,3930,3.4,62.9,70.6,1.22,5.04,3.04,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Atún en aceite,Pescados,,100,gr,317,24,0,24.5,0,60,0.04,0.11,17.1,,0.44,15,5,0,25,6.3,,,40,,1.3,28,,308,280,30,420,0.8,51.5,65,4.01,7.75,12.7,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Atún en conserva, al natural, escurrido",Pescados,,100,gr,108,24.5,0,1.1,0,26,0.02,0.09,12.8,,0.4,7,3.5,0,3.75,0.73,,,9,,1.3,28,,176,254,,368,0.7,73.3,53,0.35,0.24,0.33,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Atún en escabeche,Pescados,,100,gr,171,15,0.8,12,0,50,0.04,0.1,15.9,,0.42,10,3,0,20,0.55,,,21,,1,20,,200,275,30,875,1,72.2,80,2.91,4.63,2.93,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Bonito en aceite,Pescados,,100,gr,317,24,0,24.5,0,60,0.04,0.11,17.1,,0.44,15,5,0,25,6.3,,,40,,1.3,28,,308,280,30,420,0.8,51.5,65,4.01,7.75,12.7,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Atún en aceite"" en el libro.",False
,Bonito en escabeche,Pescados,,100,gr,171,15,0.8,12,0,50,0.04,0.1,15.9,,0.42,10,3,0,20,0.55,,,21,,1,20,,204,275,30,875,1,72.2,80,2.91,4.63,2.93,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Atún en escabeche"" en el libro.",False
,Caballa y otros pescados en aceite,Pescados,,100,gr,317,24,0,24.5,0,60,0.04,0.11,17.1,,0.44,15,5,0,25,6.3,,,40,,1.3,28,,308,280,30,420,0.8,51.5,65,4.01,7.75,12.7,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Atún en aceite"" en el libro.",False
,Caballa y otros pescados en escabeche,Pescados,,100,gr,171,15,0.8,12,0,50,0.04,0.1,15.9,,0.42,10,3,0,20,0.55,,,21,,1,20,,244,275,30,875,1,72.2,80,2.91,4.63,2.93,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Atún en escabeche"" en el libro.",False
,Sardinas en aceite,Pescados,,100,gr,224,22.2,0,15,0,50,0.03,0.28,8.2,,0.48,8,28,0,7,0.3,,,400,,3.2,52,,341,430,50,650,3,62.8,100,2.44,6.81,5.3,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Sardinas en escabeche,Pescados,,100,gr,131,15,0.8,7.5,0,58,0.11,0.34,5.9,,0.96,7,26,0,7,1.6,,,30,,0.9,26,,280,260,30,760,0.4,76.7,100,2.64,1.8,2.28,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Sardinas en salsa de tomate,Salsas y condimentos,,100,gr,260,16.8,0.5,21.2,0,18,0.03,0.23,4.3,,0.21,18,10.3,0.5,9.8,1.4,,,390,,3.1,43,,370,376,,570,,61.5,85,3.2,4.9,13.1,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Almejas y similares, en conserva, al natural","Mariscos, crustáceos y moluscos",,100,gr,47,10.7,0,0.5,0,250,0.04,0.14,4.1,,0.03,12.8,0,,0,0.37,,,128,,24,51,,204,43,45,3520,1.3,88.8,40,0.05,0.03,0.13,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
